,COD Ciudad,Renta neta media por persona 2020,COD,CIUDAD
2301,2807909049 Madrid sección 09049,16142,2807909049, Madrid sección 
2302,2807909050 Madrid sección 09050,15240,2807909050, Madrid sección 
2303,2807909051 Madrid sección 09051,18648,2807909051, Madrid sección 
2304,2807909052 Madrid sección 09052,16533,2807909052, Madrid sección 
2305,2807909053 Madrid sección 09053,22352,2807909053, Madrid sección 
2306,2807909054 Madrid sección 09054,12456,2807909054, Madrid sección 
2307,2807909055 Madrid sección 09055,17658,2807909055, Madrid sección 
2308,2807909056 Madrid sección 09056,20040,2807909056, Madrid sección 
2309,2807909057 Madrid sección 09057,13030,2807909057, Madrid sección 
2310,2807909058 Madrid sección 09058,12705,2807909058, Madrid sección 
2311,2807909060 Madrid sección 09060,12646,2807909060, Madrid sección 
2312,2807909061 Madrid sección 09061,10899,2807909061, Madrid sección 
2313,2807909063 Madrid sección 09063,16673,2807909063, Madrid sección 
2314,2807909064 Madrid sección 09064,11352,2807909064, Madrid sección 
2315,2807909065 Madrid sección 09065,10476,2807909065, Madrid sección 
2316,2807909066 Madrid sección 09066,12670,2807909066, Madrid sección 
2317,2807909067 Madrid sección 09067,11434,2807909067, Madrid sección 
2318,2807909068 Madrid sección 09068,13593,2807909068, Madrid sección 
2319,2807909069 Madrid sección 09069,15565,2807909069, Madrid sección 
2320,2807909070 Madrid sección 09070,18419,2807909070, Madrid sección 
2321,2807909071 Madrid sección 09071,31670,2807909071, Madrid sección 
2322,2807909072 Madrid sección 09072,31670,2807909072, Madrid sección 
2323,2807909073 Madrid sección 09073,31670,2807909073, Madrid sección 
2324,2807909074 Madrid sección 09074,15826,2807909074, Madrid sección 
2325,2807909075 Madrid sección 09075,26107,2807909075, Madrid sección 
2326,2807909076 Madrid sección 09076,10778,2807909076, Madrid sección 
2327,2807909077 Madrid sección 09077,16264,2807909077, Madrid sección 
2328,2807909078 Madrid sección 09078,31670,2807909078, Madrid sección 
2329,2807909079 Madrid sección 09079,22290,2807909079, Madrid sección 
2330,2807909080 Madrid sección 09080,24509,2807909080, Madrid sección 
2331,2807909081 Madrid sección 09081,24473,2807909081, Madrid sección 
2332,2807909082 Madrid sección 09082,16618,2807909082, Madrid sección 
2333,2807909083 Madrid sección 09083,25924,2807909083, Madrid sección 
2334,2807909084 Madrid sección 09084,20485,2807909084, Madrid sección 
2335,2807909085 Madrid sección 09085,25394,2807909085, Madrid sección 
2336,2807909086 Madrid sección 09086,31670,2807909086, Madrid sección 
2337,2807909087 Madrid sección 09087,31670,2807909087, Madrid sección 
2338,2807909088 Madrid sección 09088,22557,2807909088, Madrid sección 
2339,2807909089 Madrid sección 09089,31670,2807909089, Madrid sección 
2340,2807909090 Madrid sección 09090,19027,2807909090, Madrid sección 
2341,2807909091 Madrid sección 09091,31670,2807909091, Madrid sección 
2342,2807909092 Madrid sección 09092,25535,2807909092, Madrid sección 
2343,2807910 Madrid distrito 10,13261,2807910, Madrid distrito 
2344,2807910001 Madrid sección 10001,10720,2807910001, Madrid sección 
2345,2807910002 Madrid sección 10002,6632,2807910002, Madrid sección 
2346,2807910003 Madrid sección 10003,6486,2807910003, Madrid sección 
2347,2807910004 Madrid sección 10004,9820,2807910004, Madrid sección 
2348,2807910005 Madrid sección 10005,10329,2807910005, Madrid sección 
2349,2807910006 Madrid sección 10006,14323,2807910006, Madrid sección 
2350,2807910007 Madrid sección 10007,10140,2807910007, Madrid sección 
2351,2807910008 Madrid sección 10008,10466,2807910008, Madrid sección 
2352,2807910009 Madrid sección 10009,10892,2807910009, Madrid sección 
2353,2807910010 Madrid sección 10010,11333,2807910010, Madrid sección 
2354,2807910011 Madrid sección 10011,16547,2807910011, Madrid sección 
2355,2807910012 Madrid sección 10012,15360,2807910012, Madrid sección 
2356,2807910013 Madrid sección 10013,17599,2807910013, Madrid sección 
2357,2807910014 Madrid sección 10014,20689,2807910014, Madrid sección 
2358,2807910015 Madrid sección 10015,11617,2807910015, Madrid sección 
2359,2807910016 Madrid sección 10016,16337,2807910016, Madrid sección 
2360,2807910017 Madrid sección 10017,23443,2807910017, Madrid sección 
2361,2807910018 Madrid sección 10018,13378,2807910018, Madrid sección 
2362,2807910020 Madrid sección 10020,10769,2807910020, Madrid sección 
2363,2807910021 Madrid sección 10021,12873,2807910021, Madrid sección 
2364,2807910022 Madrid sección 10022,11740,2807910022, Madrid sección 
2365,2807910023 Madrid sección 10023,12683,2807910023, Madrid sección 
2366,2807910024 Madrid sección 10024,12551,2807910024, Madrid sección 
2367,2807910025 Madrid sección 10025,12580,2807910025, Madrid sección 
2368,2807910026 Madrid sección 10026,15527,2807910026, Madrid sección 
2369,2807910027 Madrid sección 10027,13735,2807910027, Madrid sección 
2370,2807910028 Madrid sección 10028,11092,2807910028, Madrid sección 
2371,2807910029 Madrid sección 10029,12118,2807910029, Madrid sección 
2372,2807910030 Madrid sección 10030,11163,2807910030, Madrid sección 
2373,2807910031 Madrid sección 10031,11074,2807910031, Madrid sección 
2374,2807910032 Madrid sección 10032,11531,2807910032, Madrid sección 
2375,2807910033 Madrid sección 10033,12050,2807910033, Madrid sección 
2376,2807910034 Madrid sección 10034,10389,2807910034, Madrid sección 
2377,2807910035 Madrid sección 10035,11574,2807910035, Madrid sección 
2378,2807910036 Madrid sección 10036,14867,2807910036, Madrid sección 
2379,2807910037 Madrid sección 10037,11204,2807910037, Madrid sección 
2380,2807910038 Madrid sección 10038,12270,2807910038, Madrid sección 
2381,2807910039 Madrid sección 10039,11137,2807910039, Madrid sección 
2382,2807910040 Madrid sección 10040,9681,2807910040, Madrid sección 
2383,2807910041 Madrid sección 10041,10656,2807910041, Madrid sección 
2384,2807910042 Madrid sección 10042,12632,2807910042, Madrid sección 
2385,2807910043 Madrid sección 10043,12621,2807910043, Madrid sección 
2386,2807910044 Madrid sección 10044,16691,2807910044, Madrid sección 
2387,2807910046 Madrid sección 10046,10977,2807910046, Madrid sección 
2388,2807910047 Madrid sección 10047,8788,2807910047, Madrid sección 
2389,2807910048 Madrid sección 10048,9045,2807910048, Madrid sección 
2390,2807910049 Madrid sección 10049,9817,2807910049, Madrid sección 
2391,2807910050 Madrid sección 10050,9866,2807910050, Madrid sección 
2392,2807910051 Madrid sección 10051,10851,2807910051, Madrid sección 
2393,2807910052 Madrid sección 10052,10349,2807910052, Madrid sección 
2394,2807910053 Madrid sección 10053,11458,2807910053, Madrid sección 
2395,2807910054 Madrid sección 10054,17196,2807910054, Madrid sección 
2396,2807910055 Madrid sección 10055,15989,2807910055, Madrid sección 
2397,2807910056 Madrid sección 10056,10593,2807910056, Madrid sección 
2398,2807910057 Madrid sección 10057,10659,2807910057, Madrid sección 
2399,2807910058 Madrid sección 10058,9776,2807910058, Madrid sección 
2400,2807910059 Madrid sección 10059,9896,2807910059, Madrid sección 
2401,2807910060 Madrid sección 10060,15870,2807910060, Madrid sección 
2402,2807910061 Madrid sección 10061,9108,2807910061, Madrid sección 
2403,2807910062 Madrid sección 10062,8223,2807910062, Madrid sección 
2404,2807910063 Madrid sección 10063,9051,2807910063, Madrid sección 
2405,2807910065 Madrid sección 10065,10381,2807910065, Madrid sección 
2406,2807910067 Madrid sección 10067,14294,2807910067, Madrid sección 
2407,2807910068 Madrid sección 10068,13833,2807910068, Madrid sección 
2408,2807910069 Madrid sección 10069,11910,2807910069, Madrid sección 
2409,2807910070 Madrid sección 10070,12337,2807910070, Madrid sección 
2410,2807910072 Madrid sección 10072,17566,2807910072, Madrid sección 
2411,2807910073 Madrid sección 10073,11182,2807910073, Madrid sección 
2412,2807910074 Madrid sección 10074,16345,2807910074, Madrid sección 
2413,2807910075 Madrid sección 10075,14060,2807910075, Madrid sección 
2414,2807910076 Madrid sección 10076,14165,2807910076, Madrid sección 
2415,2807910077 Madrid sección 10077,12344,2807910077, Madrid sección 
2416,2807910078 Madrid sección 10078,13748,2807910078, Madrid sección 
2417,2807910081 Madrid sección 10081,17214,2807910081, Madrid sección 
2418,2807910082 Madrid sección 10082,10747,2807910082, Madrid sección 
2419,2807910083 Madrid sección 10083,9699,2807910083, Madrid sección 
2420,2807910084 Madrid sección 10084,9236,2807910084, Madrid sección 
2421,2807910086 Madrid sección 10086,9220,2807910086, Madrid sección 
2422,2807910087 Madrid sección 10087,20481,2807910087, Madrid sección 
2423,2807910088 Madrid sección 10088,12576,2807910088, Madrid sección 
2424,2807910089 Madrid sección 10089,13014,2807910089, Madrid sección 
2425,2807910090 Madrid sección 10090,16780,2807910090, Madrid sección 
2426,2807910091 Madrid sección 10091,18551,2807910091, Madrid sección 
2427,2807910092 Madrid sección 10092,12702,2807910092, Madrid sección 
2428,2807910093 Madrid sección 10093,12143,2807910093, Madrid sección 
2429,2807910094 Madrid sección 10094,9730,2807910094, Madrid sección 
2430,2807910095 Madrid sección 10095,10786,2807910095, Madrid sección 
2431,2807910096 Madrid sección 10096,10233,2807910096, Madrid sección 
2432,2807910098 Madrid sección 10098,12144,2807910098, Madrid sección 
2433,2807910099 Madrid sección 10099,14377,2807910099, Madrid sección 
2434,2807910100 Madrid sección 10100,12930,2807910100, Madrid sección 
2435,2807910101 Madrid sección 10101,14150,2807910101, Madrid sección 
2436,2807910102 Madrid sección 10102,14811,2807910102, Madrid sección 
2437,2807910103 Madrid sección 10103,11000,2807910103, Madrid sección 
2438,2807910104 Madrid sección 10104, ,2807910104, Madrid sección 
2439,2807910106 Madrid sección 10106,18029,2807910106, Madrid sección 
2440,2807910107 Madrid sección 10107,17694,2807910107, Madrid sección 
2441,2807910108 Madrid sección 10108,15576,2807910108, Madrid sección 
2442,2807910109 Madrid sección 10109,15739,2807910109, Madrid sección 
2443,2807910110 Madrid sección 10110,10916,2807910110, Madrid sección 
2444,2807910111 Madrid sección 10111,9522,2807910111, Madrid sección 
2445,2807910112 Madrid sección 10112,10953,2807910112, Madrid sección 
2446,2807910113 Madrid sección 10113,10971,2807910113, Madrid sección 
2447,2807910114 Madrid sección 10114,10491,2807910114, Madrid sección 
2448,2807910115 Madrid sección 10115,10440,2807910115, Madrid sección 
2449,2807910116 Madrid sección 10116,14733,2807910116, Madrid sección 
2450,2807910117 Madrid sección 10117,17401,2807910117, Madrid sección 
2451,2807910118 Madrid sección 10118,14995,2807910118, Madrid sección 
2452,2807910119 Madrid sección 10119,17757,2807910119, Madrid sección 
2453,2807910120 Madrid sección 10120,13405,2807910120, Madrid sección 
2454,2807910121 Madrid sección 10121,11518,2807910121, Madrid sección 
2455,2807910122 Madrid sección 10122,15399,2807910122, Madrid sección 
2456,2807910123 Madrid sección 10123,15623,2807910123, Madrid sección 
2457,2807910124 Madrid sección 10124,10942,2807910124, Madrid sección 
2458,2807910125 Madrid sección 10125,12749,2807910125, Madrid sección 
2459,2807910126 Madrid sección 10126,11596,2807910126, Madrid sección 
2460,2807910127 Madrid sección 10127,11824,2807910127, Madrid sección 
2461,2807910128 Madrid sección 10128,13970,2807910128, Madrid sección 
2462,2807910129 Madrid sección 10129,17462,2807910129, Madrid sección 
2463,2807910130 Madrid sección 10130,15335,2807910130, Madrid sección 
2464,2807910131 Madrid sección 10131,15708,2807910131, Madrid sección 
2465,2807910132 Madrid sección 10132,15955,2807910132, Madrid sección 
2466,2807910133 Madrid sección 10133,16254,2807910133, Madrid sección 
2467,2807910134 Madrid sección 10134,14576,2807910134, Madrid sección 
2468,2807910135 Madrid sección 10135,13567,2807910135, Madrid sección 
2469,2807910136 Madrid sección 10136,13218,2807910136, Madrid sección 
2470,2807910137 Madrid sección 10137,10150,2807910137, Madrid sección 
2471,2807910138 Madrid sección 10138,17930,2807910138, Madrid sección 
2472,2807910139 Madrid sección 10139,10950,2807910139, Madrid sección 
2473,2807910140 Madrid sección 10140,14076,2807910140, Madrid sección 
2474,2807910142 Madrid sección 10142,10747,2807910142, Madrid sección 
2475,2807910143 Madrid sección 10143,13805,2807910143, Madrid sección 
2476,2807910144 Madrid sección 10144,9152,2807910144, Madrid sección 
2477,2807910145 Madrid sección 10145,11516,2807910145, Madrid sección 
2478,2807910146 Madrid sección 10146,10892,2807910146, Madrid sección 
2479,2807910147 Madrid sección 10147,10194,2807910147, Madrid sección 
2480,2807910148 Madrid sección 10148,8535,2807910148, Madrid sección 
2481,2807910149 Madrid sección 10149,9509,2807910149, Madrid sección 
2482,2807910150 Madrid sección 10150,10427,2807910150, Madrid sección 
2483,2807910151 Madrid sección 10151,11730,2807910151, Madrid sección 
2484,2807910152 Madrid sección 10152,17486,2807910152, Madrid sección 
2485,2807910153 Madrid sección 10153,16690,2807910153, Madrid sección 
2486,2807910154 Madrid sección 10154,12475,2807910154, Madrid sección 
2487,2807910156 Madrid sección 10156,18516,2807910156, Madrid sección 
2488,2807910157 Madrid sección 10157,19451,2807910157, Madrid sección 
2489,2807910158 Madrid sección 10158,18998,2807910158, Madrid sección 
2490,2807910159 Madrid sección 10159,17919,2807910159, Madrid sección 
2491,2807910161 Madrid sección 10161,12651,2807910161, Madrid sección 
2492,2807910162 Madrid sección 10162,11790,2807910162, Madrid sección 
2493,2807910163 Madrid sección 10163,11584,2807910163, Madrid sección 
2494,2807910164 Madrid sección 10164,10042,2807910164, Madrid sección 
2495,2807910165 Madrid sección 10165,14213,2807910165, Madrid sección 
2496,2807910167 Madrid sección 10167,15226,2807910167, Madrid sección 
2497,2807910168 Madrid sección 10168,11390,2807910168, Madrid sección 
2498,2807910169 Madrid sección 10169,11031,2807910169, Madrid sección 
2499,2807910170 Madrid sección 10170,13485,2807910170, Madrid sección 
2500,2807910171 Madrid sección 10171,13172,2807910171, Madrid sección 
2501,2807910172 Madrid sección 10172,12549,2807910172, Madrid sección 
2502,2807910173 Madrid sección 10173,14473,2807910173, Madrid sección 
2503,2807910174 Madrid sección 10174,13163,2807910174, Madrid sección 
2504,2807910175 Madrid sección 10175,13486,2807910175, Madrid sección 
2505,2807910176 Madrid sección 10176,13064,2807910176, Madrid sección 
2506,2807910178 Madrid sección 10178,14367,2807910178, Madrid sección 
2507,2807910179 Madrid sección 10179,12562,2807910179, Madrid sección 
2508,2807910180 Madrid sección 10180,12840,2807910180, Madrid sección 
2509,2807910181 Madrid sección 10181,11671,2807910181, Madrid sección 
2510,2807910182 Madrid sección 10182,10147,2807910182, Madrid sección 
2511,2807910183 Madrid sección 10183,12738,2807910183, Madrid sección 
2512,2807910184 Madrid sección 10184,13356,2807910184, Madrid sección 
2513,2807910185 Madrid sección 10185,12079,2807910185, Madrid sección 
2514,2807910187 Madrid sección 10187,11369,2807910187, Madrid sección 
2515,2807910188 Madrid sección 10188,11949,2807910188, Madrid sección 
2516,2807910189 Madrid sección 10189,12848,2807910189, Madrid sección 
2517,2807910190 Madrid sección 10190,12183,2807910190, Madrid sección 
2518,2807910191 Madrid sección 10191,12167,2807910191, Madrid sección 
2519,2807910192 Madrid sección 10192,15013,2807910192, Madrid sección 
2520,2807910193 Madrid sección 10193,12842,2807910193, Madrid sección 
2521,2807910194 Madrid sección 10194,13917,2807910194, Madrid sección 
2522,2807910196 Madrid sección 10196, ,2807910196, Madrid sección 
2523,2807910197 Madrid sección 10197,15260,2807910197, Madrid sección 
2524,2807910198 Madrid sección 10198,13360,2807910198, Madrid sección 
2525,2807910199 Madrid sección 10199,13919,2807910199, Madrid sección 
2526,2807910201 Madrid sección 10201,15083,2807910201, Madrid sección 
2527,2807910202 Madrid sección 10202,14408,2807910202, Madrid sección 
2528,2807910203 Madrid sección 10203,13411,2807910203, Madrid sección 
2529,2807910204 Madrid sección 10204,12474,2807910204, Madrid sección 
2530,2807910205 Madrid sección 10205,18562,2807910205, Madrid sección 
2531,2807910206 Madrid sección 10206,20662,2807910206, Madrid sección 
2532,2807910207 Madrid sección 10207,18558,2807910207, Madrid sección 
2533,2807910209 Madrid sección 10209,15222,2807910209, Madrid sección 
2534,2807910210 Madrid sección 10210,12050,2807910210, Madrid sección 
2535,2807910211 Madrid sección 10211,18193,2807910211, Madrid sección 
2536,2807910212 Madrid sección 10212,19220,2807910212, Madrid sección 
2537,2807910213 Madrid sección 10213,18095,2807910213, Madrid sección 
2538,2807910214 Madrid sección 10214,15963,2807910214, Madrid sección 
2539,2807910215 Madrid sección 10215,16511,2807910215, Madrid sección 
2540,2807910216 Madrid sección 10216,18030,2807910216, Madrid sección 
2541,2807910217 Madrid sección 10217,15897,2807910217, Madrid sección 
2542,2807910218 Madrid sección 10218,18509,2807910218, Madrid sección 
2543,2807910219 Madrid sección 10219,16147,2807910219, Madrid sección 
2544,2807910220 Madrid sección 10220,13357,2807910220, Madrid sección 
2545,2807910221 Madrid sección 10221,17079,2807910221, Madrid sección 
2546,2807911 Madrid distrito 11,11713,2807911, Madrid distrito 
2547,2807911001 Madrid sección 11001,14228,2807911001, Madrid sección 
2548,2807911002 Madrid sección 11002,15263,2807911002, Madrid sección 
2549,2807911003 Madrid sección 11003,16402,2807911003, Madrid sección 
2550,2807911004 Madrid sección 11004,16869,2807911004, Madrid sección 
2551,2807911005 Madrid sección 11005,14655,2807911005, Madrid sección 
2552,2807911006 Madrid sección 11006,14097,2807911006, Madrid sección 
2553,2807911007 Madrid sección 11007,12180,2807911007, Madrid sección 
2554,2807911010 Madrid sección 11010,15639,2807911010, Madrid sección 
2555,2807911011 Madrid sección 11011,13892,2807911011, Madrid sección 
2556,2807911012 Madrid sección 11012,12364,2807911012, Madrid sección 
2557,2807911013 Madrid sección 11013,11571,2807911013, Madrid sección 
2558,2807911015 Madrid sección 11015,11839,2807911015, Madrid sección 
2559,2807911016 Madrid sección 11016,11332,2807911016, Madrid sección 
2560,2807911017 Madrid sección 11017,9949,2807911017, Madrid sección 
2561,2807911018 Madrid sección 11018,9839,2807911018, Madrid sección 
2562,2807911019 Madrid sección 11019,13336,2807911019, Madrid sección 
2563,2807911021 Madrid sección 11021,9407,2807911021, Madrid sección 
2564,2807911022 Madrid sección 11022,13021,2807911022, Madrid sección 
2565,2807911023 Madrid sección 11023,10268,2807911023, Madrid sección 
2566,2807911024 Madrid sección 11024,10602,2807911024, Madrid sección 
2567,2807911025 Madrid sección 11025,11513,2807911025, Madrid sección 
2568,2807911026 Madrid sección 11026,12220,2807911026, Madrid sección 
2569,2807911028 Madrid sección 11028,14971,2807911028, Madrid sección 
2570,2807911029 Madrid sección 11029,11443,2807911029, Madrid sección 
2571,2807911030 Madrid sección 11030,11040,2807911030, Madrid sección 
2572,2807911031 Madrid sección 11031,15681,2807911031, Madrid sección 
2573,2807911032 Madrid sección 11032,10175,2807911032, Madrid sección 
2574,2807911033 Madrid sección 11033,9512,2807911033, Madrid sección 
2575,2807911034 Madrid sección 11034,10906,2807911034, Madrid sección 
2576,2807911035 Madrid sección 11035,10557,2807911035, Madrid sección 
2577,2807911036 Madrid sección 11036,10740,2807911036, Madrid sección 
2578,2807911037 Madrid sección 11037,10440,2807911037, Madrid sección 
2579,2807911038 Madrid sección 11038,10549,2807911038, Madrid sección 
2580,2807911039 Madrid sección 11039,14053,2807911039, Madrid sección 
2581,2807911040 Madrid sección 11040,9187,2807911040, Madrid sección 
2582,2807911041 Madrid sección 11041,9264,2807911041, Madrid sección 
2583,2807911042 Madrid sección 11042,11065,2807911042, Madrid sección 
2584,2807911043 Madrid sección 11043,13534,2807911043, Madrid sección 
2585,2807911044 Madrid sección 11044,16272,2807911044, Madrid sección 
2586,2807911045 Madrid sección 11045,16173,2807911045, Madrid sección 
2587,2807911046 Madrid sección 11046,14362,2807911046, Madrid sección 
2588,2807911047 Madrid sección 11047,11960,2807911047, Madrid sección 
2589,2807911048 Madrid sección 11048,9779,2807911048, Madrid sección 
2590,2807911049 Madrid sección 11049,15657,2807911049, Madrid sección 
2591,2807911050 Madrid sección 11050,15373,2807911050, Madrid sección 
2592,2807911051 Madrid sección 11051,15794,2807911051, Madrid sección 
2593,2807911054 Madrid sección 11054,8739,2807911054, Madrid sección 
2594,2807911055 Madrid sección 11055,10127,2807911055, Madrid sección 
2595,2807911056 Madrid sección 11056,9823,2807911056, Madrid sección 
2596,2807911057 Madrid sección 11057,10281,2807911057, Madrid sección 
2597,2807911058 Madrid sección 11058,10532,2807911058, Madrid sección 
2598,2807911059 Madrid sección 11059,9531,2807911059, Madrid sección 
2599,2807911060 Madrid sección 11060,13694,2807911060, Madrid sección 
2600,2807911061 Madrid sección 11061,11390,2807911061, Madrid sección 
2601,2807911062 Madrid sección 11062,9742,2807911062, Madrid sección 
2602,2807911063 Madrid sección 11063,10798,2807911063, Madrid sección 
2603,2807911065 Madrid sección 11065,15894,2807911065, Madrid sección 
2604,2807911066 Madrid sección 11066,9157,2807911066, Madrid sección 
2605,2807911067 Madrid sección 11067,14626,2807911067, Madrid sección 
2606,2807911068 Madrid sección 11068,9997,2807911068, Madrid sección 
2607,2807911069 Madrid sección 11069,9657,2807911069, Madrid sección 
2608,2807911070 Madrid sección 11070,10419,2807911070, Madrid sección 
2609,2807911071 Madrid sección 11071,9776,2807911071, Madrid sección 
2610,2807911072 Madrid sección 11072,9330,2807911072, Madrid sección 
2611,2807911073 Madrid sección 11073,8520,2807911073, Madrid sección 
2612,2807911074 Madrid sección 11074,9281,2807911074, Madrid sección 
2613,2807911075 Madrid sección 11075,13795,2807911075, Madrid sección 
2614,2807911078 Madrid sección 11078,9899,2807911078, Madrid sección 
2615,2807911079 Madrid sección 11079,9026,2807911079, Madrid sección 
2616,2807911080 Madrid sección 11080,9324,2807911080, Madrid sección 
2617,2807911081 Madrid sección 11081,10289,2807911081, Madrid sección 
2618,2807911082 Madrid sección 11082,9304,2807911082, Madrid sección 
2619,2807911083 Madrid sección 11083,9682,2807911083, Madrid sección 
2620,2807911084 Madrid sección 11084, ,2807911084, Madrid sección 
2621,2807911085 Madrid sección 11085,10283,2807911085, Madrid sección 
2622,2807911086 Madrid sección 11086,10372,2807911086, Madrid sección 
2623,2807911087 Madrid sección 11087,9373,2807911087, Madrid sección 
2624,2807911088 Madrid sección 11088,10010,2807911088, Madrid sección 
2625,2807911089 Madrid sección 11089,10811,2807911089, Madrid sección 
2626,2807911091 Madrid sección 11091,9746,2807911091, Madrid sección 
2627,2807911092 Madrid sección 11092,10850,2807911092, Madrid sección 
2628,2807911093 Madrid sección 11093,15113,2807911093, Madrid sección 
2629,2807911094 Madrid sección 11094,20132,2807911094, Madrid sección 
2630,2807911095 Madrid sección 11095,17076,2807911095, Madrid sección 
2631,2807911096 Madrid sección 11096,16018,2807911096, Madrid sección 
2632,2807911097 Madrid sección 11097,13764,2807911097, Madrid sección 
2633,2807911098 Madrid sección 11098,13730,2807911098, Madrid sección 
2634,2807911099 Madrid sección 11099,14311,2807911099, Madrid sección 
2635,2807911100 Madrid sección 11100,11250,2807911100, Madrid sección 
2636,2807911101 Madrid sección 11101,11479,2807911101, Madrid sección 
2637,2807911102 Madrid sección 11102,10343,2807911102, Madrid sección 
2638,2807911103 Madrid sección 11103,10996,2807911103, Madrid sección 
2639,2807911104 Madrid sección 11104,11664,2807911104, Madrid sección 
2640,2807911105 Madrid sección 11105,9659,2807911105, Madrid sección 
2641,2807911106 Madrid sección 11106,11037,2807911106, Madrid sección 
2642,2807911107 Madrid sección 11107,12099,2807911107, Madrid sección 
2643,2807911108 Madrid sección 11108,10295,2807911108, Madrid sección 
2644,2807911109 Madrid sección 11109,9382,2807911109, Madrid sección 
2645,2807911110 Madrid sección 11110,9528,2807911110, Madrid sección 
2646,2807911111 Madrid sección 11111,9183,2807911111, Madrid sección 
2647,2807911112 Madrid sección 11112,11865,2807911112, Madrid sección 
2648,2807911113 Madrid sección 11113,9923,2807911113, Madrid sección 
2649,2807911114 Madrid sección 11114,11308,2807911114, Madrid sección 
2650,2807911115 Madrid sección 11115,10422,2807911115, Madrid sección 
2651,2807911116 Madrid sección 11116,9688,2807911116, Madrid sección 
2652,2807911117 Madrid sección 11117,8488,2807911117, Madrid sección 
2653,2807911118 Madrid sección 11118,9713,2807911118, Madrid sección 
2654,2807911119 Madrid sección 11119,8337,2807911119, Madrid sección 
2655,2807911120 Madrid sección 11120,9256,2807911120, Madrid sección 
2656,2807911121 Madrid sección 11121,8351,2807911121, Madrid sección 
2657,2807911122 Madrid sección 11122,7877,2807911122, Madrid sección 
2658,2807911123 Madrid sección 11123,10958,2807911123, Madrid sección 
2659,2807911124 Madrid sección 11124,12147,2807911124, Madrid sección 
2660,2807911125 Madrid sección 11125,12580,2807911125, Madrid sección 
2661,2807911126 Madrid sección 11126,11772,2807911126, Madrid sección 
2662,2807911128 Madrid sección 11128,7504,2807911128, Madrid sección 
2663,2807911129 Madrid sección 11129,6412,2807911129, Madrid sección 
2664,2807911130 Madrid sección 11130,7970,2807911130, Madrid sección 
2665,2807911131 Madrid sección 11131,7879,2807911131, Madrid sección 
2666,2807911132 Madrid sección 11132,7446,2807911132, Madrid sección 
2667,2807911133 Madrid sección 11133,11491,2807911133, Madrid sección 
2668,2807911134 Madrid sección 11134,9424,2807911134, Madrid sección 
2669,2807911135 Madrid sección 11135,11228,2807911135, Madrid sección 
2670,2807911136 Madrid sección 11136,11849,2807911136, Madrid sección 
2671,2807911137 Madrid sección 11137,13608,2807911137, Madrid sección 
2672,2807911138 Madrid sección 11138,10271,2807911138, Madrid sección 
2673,2807911139 Madrid sección 11139,10478,2807911139, Madrid sección 
2674,2807911140 Madrid sección 11140,8722,2807911140, Madrid sección 
2675,2807911141 Madrid sección 11141,11925,2807911141, Madrid sección 
2676,2807911142 Madrid sección 11142,12110,2807911142, Madrid sección 
2677,2807911143 Madrid sección 11143,9511,2807911143, Madrid sección 
2678,2807911145 Madrid sección 11145,10666,2807911145, Madrid sección 
2679,2807911146 Madrid sección 11146,10367,2807911146, Madrid sección 
2680,2807911147 Madrid sección 11147,12887,2807911147, Madrid sección 
2681,2807911148 Madrid sección 11148,12593,2807911148, Madrid sección 
2682,2807911149 Madrid sección 11149,11611,2807911149, Madrid sección 
2683,2807911150 Madrid sección 11150,12074,2807911150, Madrid sección 
2684,2807911151 Madrid sección 11151,10284,2807911151, Madrid sección 
2685,2807911152 Madrid sección 11152,12179,2807911152, Madrid sección 
2686,2807911153 Madrid sección 11153,10728,2807911153, Madrid sección 
2687,2807911154 Madrid sección 11154,8969,2807911154, Madrid sección 
2688,2807911155 Madrid sección 11155,12673,2807911155, Madrid sección 
2689,2807911156 Madrid sección 11156,15872,2807911156, Madrid sección 
2690,2807911157 Madrid sección 11157,8765,2807911157, Madrid sección 
2691,2807911158 Madrid sección 11158,6775,2807911158, Madrid sección 
2692,2807911159 Madrid sección 11159, ,2807911159, Madrid sección 
2693,2807911160 Madrid sección 11160,8252,2807911160, Madrid sección 
2694,2807911161 Madrid sección 11161,7379,2807911161, Madrid sección 
2695,2807911162 Madrid sección 11162,9383,2807911162, Madrid sección 
2696,2807911163 Madrid sección 11163,12993,2807911163, Madrid sección 
2697,2807911165 Madrid sección 11165,10867,2807911165, Madrid sección 
2698,2807911167 Madrid sección 11167,11129,2807911167, Madrid sección 
2699,2807911168 Madrid sección 11168,11348,2807911168, Madrid sección 
2700,2807911169 Madrid sección 11169,9463,2807911169, Madrid sección 
2701,2807911170 Madrid sección 11170,9250,2807911170, Madrid sección 
2702,2807911171 Madrid sección 11171,8049,2807911171, Madrid sección 
2703,2807911173 Madrid sección 11173,8385,2807911173, Madrid sección 
2704,2807911174 Madrid sección 11174,11175,2807911174, Madrid sección 
2705,2807911175 Madrid sección 11175,10303,2807911175, Madrid sección 
2706,2807911176 Madrid sección 11176,10937,2807911176, Madrid sección 
2707,2807911177 Madrid sección 11177,11122,2807911177, Madrid sección 
2708,2807911178 Madrid sección 11178,9613,2807911178, Madrid sección 
2709,2807911179 Madrid sección 11179,11922,2807911179, Madrid sección 
2710,2807911180 Madrid sección 11180,7291,2807911180, Madrid sección 
2711,2807911181 Madrid sección 11181,14948,2807911181, Madrid sección 
